Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,17415,2022-05-16,-0.018576736,-0.017454198,-0.015344529,21,100
Market-Adjusted Model,17440,2022-05-16,0.0062230552,0.0066439431,0.009455263,21,100
Market-Adjusted Model,17444,2022-05-16,-0.014194115,-0.011020504,-0.010961907,21,100
Market-Adjusted Model,17445,2022-05-16,0.0114169512,0.0136542686,0.0146491589,21,100
Market-Adjusted Model,17446,2022-05-16,-0.006209513,-0.003679005,-0.002977306,21,100
Market-Adjusted Model,17447,2022-05-16,0.0024534729,0.0046530596,0.0056856806,21,100
Market-Adjusted Model,17449,2022-05-16,0.029061492,0.0291787067,0.0322936998,21,100
Market-Adjusted Model,17450,2022-05-16,-0.017123315,-0.014260748,-0.013891107,21,100
Market-Adjusted Model,17453,2022-05-16,-0.036659638,-0.028228085,-0.033427431,21,100
Market-Adjusted Model,17454,2022-05-16,-0.000732573,0.0021858999,0.002499635,21,100
Market-Adjusted Model,17456,2022-05-16,0.0181645499,0.01739803,0.0213967576,21,100
Market-Adjusted Model,17457,2022-05-16,-0.000387412,-0.001395651,0.0028447956,21,100
Market-Adjusted Model,17459,2022-05-16,0.0322356548,0.0340293765,0.0354678626,21,100
Market-Adjusted Model,17460,2022-05-16,-0.012051988,-0.009199693,-0.008819781,21,100
Market-Adjusted Model,17461,2022-05-16,0.000526835,-0.000681496,0.0037590428,21,100
Market-Adjusted Model,17462,2022-05-16,0.0110090152,0.0123748983,0.014241223,21,100
Market-Adjusted Model,17463,2022-05-16,0.0207988198,0.0243367785,0.0240310276,21,100
Market-Adjusted Model,17464,2022-05-16,-0.024684945,-0.018479695,-0.021452737,21,100
Market-Adjusted Model,17465,2022-05-16,0.0368934392,0.0382312923,0.040125647,21,100
Market-Adjusted Model,17466,2022-05-16,-0.057955558,-0.053562592,-0.05472335,21,100
Market-Adjusted Model,17467,2022-05-16,-0.01381784,-0.012403287,-0.010585633,21,100
Market-Adjusted Model,17468,2022-05-16,-0.005763416,-0.004470203,-0.002531208,21,100
Market-Adjusted Model,17469,2022-05-16,0.0027709003,0.0015595496,0.006003108,21,100
Market-Adjusted Model,17473,2022-05-16,0.0131203555,0.0123931704,0.0163525633,21,100
Market-Adjusted Model,17476,2022-05-16,0.0108389337,0.0115467667,0.0140711415,21,100
Market-Adjusted Model,17477,2022-05-16,0.0410752192,0.0417431914,0.044307427,21,100
Market-Adjusted Model,17478,2022-05-16,-0.069527756,-0.067756263,-0.066295548,21,100
Market-Adjusted Model,17479,2022-05-16,0.0015642808,0.0003543966,0.0047964885,21,100
Market-Adjusted Model,17480,2022-05-16,-0.043463497,-0.042440051,-0.040231289,21,100
Market-Adjusted Model,17483,2022-05-16,0.0106704564,0.0097239952,0.0139026641,21,100
Market-Adjusted Model,17484,2022-05-16,0.0061262295,0.0054766225,0.0093584373,21,100
Market-Adjusted Model,17485,2022-05-16,0.0022827224,0.0061514969,0.0055149302,21,100
Market-Adjusted Model,17488,2022-05-16,-0.02464821,-0.018500947,-0.021416002,21,100
Market-Adjusted Model,17489,2022-05-16,0.0063636013,0.0051420372,0.0095958091,21,100
Market-Adjusted Model,17490,2022-05-16,-0.003399406,-0.00255414,-0.000167198,21,100
Market-Adjusted Model,17491,2022-05-16,0.0063096499,0.0066695024,0.0095418576,21,100
Market-Adjusted Model,17506,2022-05-16,-0.006479518,-0.007583214,-0.00324731,21,100
Market-Adjusted Model,17512,2022-05-16,-0.000288081,0.0036228766,0.0029441271,21,100
Market-Adjusted Model,17513,2022-05-16,0.0101168951,0.0088688036,0.0133491029,21,100
Market-Adjusted Model,17514,2022-05-16,0.0357434552,0.0361734145,0.038975663,21,100
Market-Adjusted Model,17517,2022-05-16,0.0167681044,0.0160541419,0.0200003122,21,100
Market-Adjusted Model,17518,2022-05-16,0.0178891043,0.0193584464,0.021121312,21,100
Market-Adjusted Model,17519,2022-05-16,-0.000473433,-0.001681477,0.0027587746,21,100
Market-Adjusted Model,17520,2022-05-16,-0.006547672,-0.007720638,-0.003315464,21,100
Market-Adjusted Model,17521,2022-05-16,0.0189259154,0.0181881292,0.0221581231,21,100
Market-Adjusted Model,17522,2022-05-16,0.0143903025,0.0172657525,0.0176225103,21,100
Market-Adjusted Model,17524,2022-05-16,0.0066314786,0.0071194881,0.0098636863,21,100
Market-Adjusted Model,17526,2022-05-16,0.0183891112,0.0179638573,0.021621319,21,100
Market-Adjusted Model,17528,2022-05-16,-0.012808027,-0.011585833,-0.00957582,21,100
Market-Adjusted Model,17530,2022-05-16,0.0238583964,0.02640509,0.0270906042,21,100
Market-Adjusted Model,17533,2022-05-16,0.0061058607,0.0050403374,0.0093380685,21,100
Market-Adjusted Model,17534,2022-05-16,0.0109088087,0.011762887,0.0141410165,21,100
Market-Adjusted Model,17540,2022-05-16,-0.027596486,-0.022448626,-0.024364278,21,100
Market-Adjusted Model,17541,2022-05-16,0.0133222174,0.0144045415,0.0165544252,21,100
Market-Adjusted Model,17542,2022-05-16,-0.02402084,-0.016007655,-0.020788632,21,100
Market-Adjusted Model,17543,2022-05-16,0.0161025631,0.0182212883,0.0193347708,21,100
Market-Adjusted Model,17544,2022-05-16,-0.007664895,-0.003835122,-0.004432688,21,100
Market-Adjusted Model,17545,2022-05-16,-0.071674233,-0.071922312,-0.068442025,21,100
Market-Adjusted Model,17546,2022-05-16,0.013313562,0.0141388392,0.0165457698,21,100
Market-Adjusted Model,17547,2022-05-16,0.0144876264,0.0161063991,0.0177198341,21,100
Market-Adjusted Model,17561,2022-05-16,0.0013333131,0.000123313,0.0045655208,21,100
Market-Adjusted Model,17562,2022-05-16,0.0013104242,0.0001108702,0.004542632,21,100
Market-Adjusted Model,17563,2022-05-16,0.0113070179,0.0107684168,0.0145392256,21,100
Market-Adjusted Model,17565,2022-05-16,0.0509301036,0.0499316281,0.0541623113,21,100
Market-Adjusted Model,17568,2022-05-16,0.0228710253,0.0239862403,0.026103233,21,100
Market-Adjusted Model,17569,2022-05-16,0.0073626722,0.0129609683,0.01059488,21,100
Market-Adjusted Model,17570,2022-05-16,0.0491403706,0.0491287687,0.0523725783,21,100
Market-Adjusted Model,17571,2022-05-16,0.0481349791,0.0503569943,0.0513671868,21,100
Market-Adjusted Model,17572,2022-05-16,0.0148022454,0.0155203928,0.0180344532,21,100
Market-Adjusted Model,17573,2022-05-16,0.0115285273,0.0116414097,0.014760735,21,100
Market-Adjusted Model,17575,2022-05-16,0.0104258482,0.0097068947,0.0136580559,21,100
Market-Adjusted Model,17576,2022-05-16,0.0082642402,0.0074046501,0.0114964479,21,100
Market-Adjusted Model,17577,2022-05-16,0.0045059561,0.0033662966,0.0077381639,21,100
Market-Adjusted Model,17578,2022-05-16,0.0193690843,0.0206667955,0.0226012921,21,100
Market-Adjusted Model,17579,2022-05-16,0.0039333943,0.0079059765,0.0071656021,21,100
Market-Adjusted Model,17580,2022-05-16,-0.001304429,0.001436808,0.0019277783,21,100
Market-Adjusted Model,17581,2022-05-16,0.0016817093,0.0028242041,0.0049139171,21,100
Market-Adjusted Model,17583,2022-05-16,0.011922966,0.0138560605,0.0151551738,21,100
Market-Adjusted Model,17584,2022-05-16,0.0148147502,0.0169837617,0.018046958,21,100
Market-Adjusted Model,17586,2022-05-16,0.009161273,0.0091897552,0.0123934807,21,100
Market-Adjusted Model,17587,2022-05-16,0.0509307336,0.0500471009,0.0541629414,21,100
Market-Adjusted Model,17589,2022-05-16,-0.017524142,-0.018646549,-0.014291934,21,100
Market-Adjusted Model,17591,2022-05-16,0.0963246968,0.0965522785,0.0995569046,21,100
Market-Adjusted Model,17592,2022-05-16,0.0004584968,-0.007551503,-0.007551503,1,100
Market-Adjusted Model,17593,2022-05-16,0.0201583362,0.0189613421,0.023390544,21,100
Market-Adjusted Model,17594,2022-05-16,0.0001597893,-0.007850211,-0.007850211,1,100
Market-Adjusted Model,17595,2022-05-16,0.0056391204,0.0063338042,0.0088713281,21,100
Market-Adjusted Model,17598,2022-05-16,-0.011583085,-0.009125465,-0.008350877,21,100
Market-Adjusted Model,17599,2022-05-16,0.0086625798,0.0081232379,0.0118947876,21,100
Market-Adjusted Model,17600,2022-05-16,-0.003775631,-0.004819697,-0.000543423,21,100
Market-Adjusted Model,17601,2022-05-16,-0.028563439,-0.024618229,-0.025331232,21,100
Market-Adjusted Model,17607,2022-05-16,-0.003905672,-0.005106354,-0.000673465,21,100
Market-Adjusted Model,17608,2022-05-16,0.0037114403,0.0027099354,0.0069436481,21,100
Market-Adjusted Model,17610,2022-05-16,0.0088898088,0.011513347,0.0121220165,21,100
Market-Adjusted Model,17613,2022-05-16,0.003879385,0.0057801041,0.0071115928,21,100
Market-Adjusted Model,17614,2022-05-16,0.0191150607,0.0222751524,0.0223472684,21,100
Market-Adjusted Model,17615,2022-05-16,0.0345062965,0.036113662,0.0377385042,21,100
Market-Adjusted Model,17620,2022-05-16,0.0066388921,0.0090723869,0.0098710999,21,100
Market-Adjusted Model,17621,2022-05-16,0.0197951642,0.0199599195,0.0230273719,21,100
Market-Adjusted Model,17622,2022-05-16,0.0234837081,0.0271215981,0.0267159158,21,100
Market-Adjusted Model,17623,2022-05-16,0.0342282512,0.035959004,0.0374604589,21,100
Market-Adjusted Model,17624,2022-05-16,0.0049127104,0.0083393565,0.0081449182,21,100
Market-Adjusted Model,17625,2022-05-16,0.0392487787,0.0414676831,0.0424809864,21,100
Market-Adjusted Model,17626,2022-05-16,0.016700951,0.0187876856,0.0199331587,21,100
Market-Adjusted Model,17628,2022-05-16,0.0104947957,0.0092907093,0.0137270035,21,100
Market-Adjusted Model,17629,2022-05-16,0.0184624042,0.0177139545,0.0216946119,21,100
Market-Adjusted Model,17630,2022-05-16,0.0139558704,0.0131023976,0.0171880781,21,100
Market-Adjusted Model,17631,2022-05-16,0.0123180299,0.0138508976,0.0155502377,21,100
Market-Adjusted Model,17633,2022-05-16,0.0163007246,0.016199078,0.0195329323,21,100
Market-Adjusted Model,17634,2022-05-16,-0.004418624,-0.004304794,-0.001186416,21,100
Market-Adjusted Model,17644,2022-05-16,0.0115627924,0.012355863,0.0147950002,21,100
Market-Adjusted Model,17645,2022-05-16,0.0068017653,0.0056211185,0.0100339731,21,100
Market-Adjusted Model,17649,2022-05-16,0.0231458223,0.0244743878,0.0263780301,21,100
Market-Adjusted Model,17650,2022-05-16,-0.000893191,-0.002100048,0.0023390165,21,100
Market-Adjusted Model,17653,2022-05-16,0.0176608233,0.0170612772,0.020893031,21,100
Market-Adjusted Model,17656,2022-05-16,-0.006658908,-0.007340976,-0.0034267,21,100
Market-Adjusted Model,17657,2022-05-16,-0.050641593,-0.051481157,-0.047409385,21,100
Market-Adjusted Model,17658,2022-05-16,-0.070761469,-0.072014405,-0.067529262,21,100
Market-Adjusted Model,17659,2022-05-16,0.0124635569,0.0139860949,0.0156957647,21,100
Market-Adjusted Model,17660,2022-05-16,-0.011393522,-0.009298302,-0.008161314,21,100
Market-Adjusted Model,17665,2022-05-16,0.0152105126,0.0183391504,0.0184427204,21,100
Market-Adjusted Model,17666,2022-05-16,-0.005569937,-0.003364068,-0.002337729,21,100
Market-Adjusted Model,17667,2022-05-16,0.0353066996,0.0391688009,0.0385389073,21,100
Market-Adjusted Model,17668,2022-05-16,0.0067193043,0.0057145044,0.0099515121,21,100
Market-Adjusted Model,17669,2022-05-16,-0.004063143,-0.002665824,-0.000830935,21,100
Market-Adjusted Model,17672,2022-05-16,-0.042978718,-0.034481966,-0.03974651,21,100
Market-Adjusted Model,17674,2022-05-16,0.0127344042,0.0117179327,0.0159666119,21,100
Market-Adjusted Model,17676,2022-05-16,0.047957454,0.0492609766,0.0511896617,21,100
Market-Adjusted Model,17677,2022-05-16,-0.012103761,-0.006726251,-0.008871554,21,100
Market-Adjusted Model,17678,2022-05-16,-0.020288388,0.0026170839,-0.01705618,21,100
Market-Adjusted Model,17679,2022-05-16,0.0041916469,0.0064409668,0.0074238546,21,100
Market-Adjusted Model,17680,2022-05-16,-0.315625856,-0.23279301,-0.312393648,21,100
Market-Adjusted Model,17683,2022-05-16,0.0970976303,0.0944190074,0.1003298381,21,100
Market-Adjusted Model,17684,2022-05-16,0.4210110596,0.4074760011,0.4242432674,21,100
Market-Adjusted Model,17685,2022-05-16,0.0359259744,0.0734839359,0.0391581822,21,100
Market-Adjusted Model,17686,2022-05-16,0.0368836084,0.0435087278,0.0401158161,21,100
Market-Adjusted Model,17688,2022-05-16,-0.099321666,-0.073692156,-0.096089458,21,100
Market-Adjusted Model,17690,2022-05-16,-0.52750807,-0.65249784,-0.524275862,21,100
Market-Adjusted Model,17691,2022-05-16,-0.066920085,-0.049971385,-0.063687877,21,100
Market-Adjusted Model,17693,2022-05-16,-0.287234013,-0.252147754,-0.284001806,21,100
Market-Adjusted Model,17694,2022-05-16,0.0624999866,0.0752190681,0.0657321943,21,100
Market-Adjusted Model,17695,2022-05-16,-0.127358437,-0.098727953,-0.12412623,21,100
Market-Adjusted Model,17696,2022-05-16,0.0013209684,0.0069876623,0.0045531761,21,100
Market-Adjusted Model,17700,2022-05-16,0.0030286594,0.0184936999,0.0062608672,21,100
Market-Adjusted Model,17701,2022-05-16,-0.262362919,-0.277511924,-0.259130711,21,100
Market-Adjusted Model,17702,2022-05-16,-0.001113912,0.0013381701,0.0021182956,21,100
Market-Adjusted Model,17703,2022-05-16,-0.01859957,0.0055305812,-0.015367363,21,100
Market-Adjusted Model,17704,2022-05-16,0.0140539609,0.0130187833,0.0172861687,21,100
Market-Adjusted Model,17705,2022-05-16,0.0235015427,0.0246417743,0.0267337505,21,100
Market-Adjusted Model,17706,2022-05-16,-0.000237594,-0.001446082,0.0029946142,21,100
Market-Adjusted Model,17707,2022-05-16,-0.001761239,-0.002799029,0.0014709683,21,100
Market-Adjusted Model,17708,2022-05-16,0.0001639268,-0.00104447,0.0033961346,21,100
Market-Adjusted Model,17710,2022-05-16,-0.001868308,-0.000443228,0.0013639001,21,100
Market-Adjusted Model,17713,2022-05-16,0.0051920098,0.007274473,0.0084242176,21,100
Market-Adjusted Model,17720,2022-05-16,0.0341365187,0.03413972,0.0373687265,21,100
Market-Adjusted Model,17722,2022-05-16,0.0088906912,0.0100508599,0.012122899,21,100
Market-Adjusted Model,17723,2022-05-16,0.0264163112,0.0279974163,0.0296485189,21,100
Market-Adjusted Model,17724,2022-05-16,0.0484835356,0.0524680977,0.0517157433,21,100
Market-Adjusted Model,17725,2022-05-16,0.0163515102,0.0189046246,0.019583718,21,100
Market-Adjusted Model,17726,2022-05-16,-0.048828513,-0.045537458,-0.045596305,21,100
Market-Adjusted Model,17728,2022-05-16,0.0446222731,0.0462395822,0.0478544809,21,100
Market-Adjusted Model,17729,2022-05-16,0.003849497,0.010651397,0.0070817048,21,100
Market-Adjusted Model,17730,2022-05-16,0.0118653642,0.0148398939,0.015097572,21,100
Market-Adjusted Model,17731,2022-05-16,-0.009590907,-0.006251794,-0.006358699,21,100
Market-Adjusted Model,17732,2022-05-16,0.0447279541,0.0453847983,0.0479601619,21,100
Market-Adjusted Model,17733,2022-05-16,0.0425245238,0.0432287114,0.0457567315,21,100
Market-Adjusted Model,17736,2022-05-16,0.0337050768,0.0398869791,0.0369372846,21,100
Market-Adjusted Model,17737,2022-05-16,0.048649131,0.0474730148,0.0518813388,21,100
Market-Adjusted Model,17738,2022-05-16,0.0239042342,0.0286644014,0.027136442,21,100
Market-Adjusted Model,17739,2022-05-16,-0.050411598,-0.049283268,-0.04717939,21,100
Market-Adjusted Model,17740,2022-05-16,0.0139470015,0.0164290191,0.0171792092,21,100
Market-Adjusted Model,17741,2022-05-16,-0.002825812,-0.000678146,0.0004063962,21,100
Market-Adjusted Model,17743,2022-05-16,0.069784923,0.0685086207,0.0730171308,21,100
Market-Adjusted Model,17744,2022-05-16,0.0100482397,0.011519352,0.0132804475,21,100
Market-Adjusted Model,17745,2022-05-16,0.0267686598,0.0286090638,0.0300008675,21,100
Market-Adjusted Model,17746,2022-05-16,0.0100372733,0.0121648944,0.0132694811,21,100
Market-Adjusted Model,17747,2022-05-16,0.1648624055,0.1610545045,0.1680946133,21,100
Market-Adjusted Model,17748,2022-05-16,-0.025959877,-0.024339554,-0.022727669,21,100
Market-Adjusted Model,17749,2022-05-16,-0.044562618,-0.038586457,-0.041330411,21,100
Market-Adjusted Model,17750,2022-05-16,-0.041849723,-0.04145875,-0.038617516,21,100
Market-Adjusted Model,17754,2022-05-16,0.0096265884,0.0122474707,0.0128587962,21,100
Market-Adjusted Model,17764,2022-05-16,-0.006197407,-0.005244358,-0.002965199,21,100
Market-Adjusted Model,17765,2022-05-16,0.010931052,0.0098051063,0.0141632598,21,100
Market-Adjusted Model,17766,2022-05-16,0.0112615093,0.0100979184,0.0144937171,21,100
Market-Adjusted Model,17768,2022-05-16,0.0099117538,0.0087092075,0.0131439616,21,100
Market-Adjusted Model,17771,2022-05-16,0.0108745822,0.0100149712,0.01410679,21,100
Market-Adjusted Model,17772,2022-05-16,0.0083493985,0.0071456074,0.0115816062,21,100
Market-Adjusted Model,17773,2022-05-16,0.0081100044,0.0071599055,0.0113422122,21,100
Market-Adjusted Model,17774,2022-05-16,0.0049789462,0.0037642085,0.008211154,21,100
Market-Adjusted Model,17775,2022-05-16,0.0021686107,0.0010746008,0.0054008184,21,100
Market-Adjusted Model,17776,2022-05-16,0.0029714012,0.001759446,0.006203609,21,100
Market-Adjusted Model,17778,2022-05-16,-0.021245405,-0.020627208,-0.018013197,21,100
Market-Adjusted Model,17779,2022-05-16,0.0112528849,0.0103877258,0.0144850927,21,100
Market-Adjusted Model,17780,2022-05-16,0.0180412293,0.0199453266,0.021273437,21,100
Market-Adjusted Model,17781,2022-05-16,-0.396363645,-0.31901764,-0.393131437,21,100
Market-Adjusted Model,17782,2022-05-16,0.1093949361,0.1278075446,0.1126271439,21,100
Market-Adjusted Model,17783,2022-05-16,0.102843608,0.1092093454,0.1060758157,21,100
Market-Adjusted Model,17787,2022-05-16,0.0617779266,0.067246461,0.0650101344,21,100
Market-Adjusted Model,17790,2022-05-16,0.0230802714,0.027489005,0.0263124791,21,100
Market-Adjusted Model,17794,2022-05-16,-0.089017756,-0.084391005,-0.085785548,21,100
Market-Adjusted Model,17797,2022-05-16,-0.230706517,-0.243891852,-0.227474309,21,100
Market-Adjusted Model,17799,2022-05-16,-0.14060067,-0.119654182,-0.137368463,21,100
Market-Adjusted Model,17800,2022-05-16,0.0229580789,0.0260991352,0.0261902867,21,100
Market-Adjusted Model,17801,2022-05-16,-0.109259966,-0.094334728,-0.106027758,21,100
Market-Adjusted Model,17803,2022-05-16,0.171639915,0.1739600894,0.1748721228,21,100
Market-Adjusted Model,17805,2022-05-16,-0.023635634,-0.017447627,-0.020403427,21,100
Market-Adjusted Model,17808,2022-05-16,-0.402190002,-0.494678507,-0.398957795,21,100
Market-Adjusted Model,17809,2022-05-16,0.0223464127,0.0330300419,0.0255786205,21,100
Market-Adjusted Model,17810,2022-05-16,-0.006330301,-0.005666453,-0.003098093,21,100
Market-Adjusted Model,17811,2022-05-16,-0.149797631,-0.071195734,-0.146565424,21,100
Market-Adjusted Model,17812,2022-05-16,0.0462180379,0.0868044523,0.0494502456,21,100
Market-Adjusted Model,17813,2022-05-16,-0.091111075,-0.081608632,-0.087878868,21,100
Market-Adjusted Model,17816,2022-05-16,-0.093774627,-0.059984832,-0.090542419,21,100
Market-Adjusted Model,17817,2022-05-16,-0.178992502,-0.177058997,-0.175760294,21,100
Market-Adjusted Model,17818,2022-05-16,0.0413348562,0.0411226044,0.044567064,21,100
Market-Adjusted Model,17821,2022-05-16,-0.289957592,-0.2980247,-0.286725384,21,100
Market-Adjusted Model,17825,2022-05-16,-0.131758289,-0.115854049,-0.128526081,21,100
Market-Adjusted Model,17826,2022-05-16,-0.072580681,0.0040653822,-0.069348474,21,100
Market-Adjusted Model,17827,2022-05-16,-0.129597246,-0.089229099,-0.126365039,21,100
Market-Adjusted Model,17828,2022-05-16,0.0034899969,0.0034665114,0.0067222047,21,100
Market-Adjusted Model,17830,2022-05-16,0.0083202799,0.0100049353,0.0115524877,21,100
Market-Adjusted Model,17832,2022-05-16,0.0242130561,0.0745326058,0.0274452639,21,100
Market-Adjusted Model,17833,2022-05-16,-0.010436159,-0.007526852,-0.007203952,21,100
Market-Adjusted Model,17834,2022-05-16,-0.100459505,-0.102402483,-0.097227297,21,100
Market-Adjusted Model,17836,2022-05-16,0.3165746256,0.2885793041,0.3198068333,21,100
Market-Adjusted Model,17837,2022-05-16,0.1069592809,0.114179578,0.1101914886,21,100
Market-Adjusted Model,17839,2022-05-16,0.0710812622,0.0782933462,0.07431347,21,100
Market-Adjusted Model,17843,2022-05-16,0.0027105558,0.0068125659,0.0059427636,21,100
Market-Adjusted Model,17845,2022-05-16,0.010625931,0.0097005571,0.0138581388,21,100
Market-Adjusted Model,17846,2022-05-16,0.0180090844,0.0171163967,0.0212412922,21,100
Market-Adjusted Model,17847,2022-05-16,0.0094909214,0.0104719411,0.0127231292,21,100
Market-Adjusted Model,17851,2022-05-16,0.0060210629,0.0053736355,0.0092532707,21,100
Market-Adjusted Model,17853,2022-05-16,-0.000338511,-0.001518934,0.0028936971,21,100
Market-Adjusted Model,17854,2022-05-16,0.3617021423,0.3567307725,0.36493435,21,100
Market-Adjusted Model,17855,2022-05-16,0.1130537533,0.1376782233,0.1162859611,21,100
Market-Adjusted Model,17856,2022-05-16,0.000569676,-0.000151462,0.0038018838,21,100
Market-Adjusted Model,17862,2022-05-16,0.0010843382,0.0022515451,0.0043165459,21,100
Market-Adjusted Model,17863,2022-05-16,0.0077972901,0.0087475536,0.0110294979,21,100
Market-Adjusted Model,17864,2022-05-16,-0.100699297,-0.079640316,-0.097467089,21,100
Market-Adjusted Model,17867,2022-05-16,0.0268562523,0.0331267422,0.03008846,21,100
Market-Adjusted Model,17868,2022-05-16,-0.439811704,-0.507396986,-0.436579496,21,100
Market-Adjusted Model,17869,2022-05-16,0.1034246657,0.139075288,0.1066568735,21,100
Market-Adjusted Model,17870,2022-05-16,-0.121794842,-0.086528595,-0.118562634,21,100
Market-Adjusted Model,17871,2022-05-16,0.0532018449,0.0715047204,0.0564340526,21,100
Market-Adjusted Model,17875,2022-05-16,-0.067388769,-0.058853281,-0.064156562,21,100
Market-Adjusted Model,17876,2022-05-16,-0.230323502,-0.210222814,-0.227091295,21,100
Market-Adjusted Model,17877,2022-05-16,0.057919583,0.1212015035,0.0611517908,21,100
Market-Adjusted Model,17879,2022-05-16,-0.122448958,-0.099264823,-0.11921675,21,100
Market-Adjusted Model,17880,2022-05-16,-0.35518734,-0.400832637,-0.351955132,21,100
Market-Adjusted Model,17884,2022-05-16,-0.031128455,-0.003773354,-0.027896247,21,100
Market-Adjusted Model,17885,2022-05-16,-0.27688888,-0.289105594,-0.273656672,21,100
Market-Adjusted Model,17886,2022-05-16,-0.26923076,-0.250253009,-0.265998552,21,100
Market-Adjusted Model,17887,2022-05-16,-0.150455403,-0.152391883,-0.147223195,21,100
Market-Adjusted Model,17888,2022-05-16,-0.205042064,-0.212283752,-0.201809856,21,100
Market-Adjusted Model,17889,2022-05-16,-0.57491581,-0.688040377,-0.571683602,21,100
Market-Adjusted Model,17890,2022-05-16,-0.138055229,-0.13766225,-0.134823021,21,100
Market-Adjusted Model,17891,2022-05-16,-0.205520019,-0.182345628,-0.202287811,21,100
Market-Adjusted Model,17892,2022-05-16,-0.188811184,-0.098616014,-0.185578976,21,100
Market-Adjusted Model,17893,2022-05-16,-0.184645246,-0.184730449,-0.181413038,21,100
Market-Adjusted Model,17895,2022-05-16,-0.090003581,-0.064018175,-0.086771373,21,100
Market-Adjusted Model,17898,2022-05-16,0.0983606519,0.1337468814,0.1015928597,21,100
Market-Adjusted Model,17900,2022-05-16,-0.096424641,-0.0618278,-0.093192433,21,100
Market-Adjusted Model,17901,2022-05-16,-0.424369768,-0.495244931,-0.42113756,21,100
Market-Adjusted Model,17904,2022-05-16,0.1391150871,0.1980804982,0.1423472948,21,100
Market-Adjusted Model,17905,2022-05-16,-0.469160775,-0.593500504,-0.465928568,21,100
Market-Adjusted Model,17906,2022-05-16,-0.70624049,-0.827406662,-0.703008282,21,100
Market-Adjusted Model,17907,2022-05-16,-0.016713082,0.0398281197,-0.013480875,21,100
Market-Adjusted Model,17908,2022-05-16,-0.094262296,-0.01544626,-0.091030089,21,100
Market-Adjusted Model,17912,2022-05-16,0.0622630059,0.0754925845,0.0654952136,21,100
Market-Adjusted Model,17913,2022-05-16,-0.151619707,-0.103393946,-0.148387499,21,100
Market-Adjusted Model,17915,2022-05-16,0.0508241634,0.0573743627,0.0540563712,21,100
Market-Adjusted Model,17916,2022-05-16,-0.216494871,-0.188176542,-0.213262663,21,100
Market-Adjusted Model,17917,2022-05-16,-0.017308133,-0.016041704,-0.014075925,21,100
Market-Adjusted Model,17919,2022-05-16,-0.046666702,-0.04484273,-0.043434494,21,100
Market-Adjusted Model,17920,2022-05-16,0.0499001988,0.1055791575,0.0531324066,21,100
Market-Adjusted Model,17921,2022-05-16,0.0153146005,0.0147387442,0.0185468083,21,100
Market-Adjusted Model,17922,2022-05-16,0.0004034702,-0.000797275,0.0036356779,21,100
Market-Adjusted Model,17923,2022-05-16,0.0031007998,0.0019498442,0.0063330076,21,100
Market-Adjusted Model,17924,2022-05-16,-0.027116803,-0.028501654,-0.023884596,21,100
Market-Adjusted Model,17925,2022-05-16,-0.004471872,-0.005651261,-0.001239664,21,100
Market-Adjusted Model,17926,2022-05-16,0.0130440894,0.0123519637,0.0162762971,21,100
Market-Adjusted Model,17927,2022-05-16,-0.000846364,0.0017635518,0.0023858437,21,100
Market-Adjusted Model,17928,2022-05-16,-0.032601591,-0.033529143,-0.029369384,21,100
Market-Adjusted Model,17929,2022-05-16,0.2460642199,0.2220530508,0.2492964277,21,100
Market-Adjusted Model,17931,2022-05-16,-0.008146631,-0.002139071,-0.004914423,21,100
Market-Adjusted Model,17932,2022-05-16,0.0175776993,0.0179371484,0.020809907,21,100
Market-Adjusted Model,17933,2022-05-16,0.0241527408,0.025528835,0.0273849485,21,100
Market-Adjusted Model,17934,2022-05-16,-0.061077771,-0.060793085,-0.057845563,21,100
Market-Adjusted Model,17935,2022-05-16,-0.014135347,-0.01531517,-0.010903139,21,100
Market-Adjusted Model,17936,2022-05-16,-0.088358584,-0.074302037,-0.085126376,21,100
Market-Adjusted Model,17939,2022-05-16,-0.303278696,-0.298877196,-0.315431617,2,100
Market-Adjusted Model,17940,2022-05-16,0.0189637442,0.0224574223,0.022195952,21,100
Market-Adjusted Model,17941,2022-05-16,-0.032121029,-0.032994503,-0.028888821,21,100
Market-Adjusted Model,17942,2022-05-16,-0.071122986,-0.072775767,-0.067890778,21,100
Market-Adjusted Model,17944,2022-05-16,-0.089263085,-0.068359251,-0.086030877,21,100
Market-Adjusted Model,17947,2022-05-16,-0.337349356,-0.355760332,-0.334117148,21,100
Market-Adjusted Model,17948,2022-05-16,-0.204244029,-0.197514714,-0.201011821,21,100
Market-Adjusted Model,17949,2022-05-16,-0.05603442,0.0055432384,-0.052802212,21,100
Market-Adjusted Model,17950,2022-05-16,-0.044359947,-0.036578949,-0.041127739,21,100
Market-Adjusted Model,17951,2022-05-16,-0.106382962,-0.091474445,-0.103150754,21,100
Market-Adjusted Model,17952,2022-05-16,0.0682731236,0.0698070999,0.0715053314,21,100
Market-Adjusted Model,17955,2022-05-16,-0.289999964,-0.29205206,-0.286767756,21,100
Market-Adjusted Model,17956,2022-05-16,0.0280439983,0.040721422,0.031276206,21,100
Market-Adjusted Model,17957,2022-05-16,-0.038499073,-0.035156535,-0.035266865,21,100
Market-Adjusted Model,17959,2022-05-16,-0.175688964,-0.16582515,-0.172456756,21,100
