Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,77806,2022-05-16,0.0340022395,0.0338927523,0.0372344473,21,100
Market-Adjusted Model,77818,2022-05-16,0.0064270048,0.0061715224,0.0096592126,21,100
Market-Adjusted Model,77857,2022-05-16,0.1683673823,0.1680630235,0.1715995901,21,100
Market-Adjusted Model,77860,2022-05-16,0.0193548391,0.0216686552,0.0225870468,21,100
Market-Adjusted Model,77878,2022-05-16,0.1799225033,0.1675268563,0.1831547111,21,100
Market-Adjusted Model,77889,2022-05-16,-0.045515413,-0.037886225,-0.042283206,21,100
Market-Adjusted Model,77895,2022-05-16,0.0039215662,0.0068088308,0.0071537739,21,100
Market-Adjusted Model,77900,2022-05-16,-0.068000029,-0.008965997,-0.064767821,21,100
Market-Adjusted Model,77902,2022-05-16,-0.108183675,-0.090954126,-0.104951468,21,100
Market-Adjusted Model,77910,2022-05-16,0.0033553996,0.0025900788,0.0065876073,21,100
Market-Adjusted Model,77917,2022-05-16,-0.160599326,-0.166535392,-0.157367118,21,100
Market-Adjusted Model,77918,2022-05-16,0.1810302593,0.1746740392,0.184262467,21,100
Market-Adjusted Model,77920,2022-05-16,0.044356172,0.0453739012,0.0475883797,21,100
Market-Adjusted Model,77925,2022-05-16,0.0538064488,0.0523046367,0.0570386565,21,100
Market-Adjusted Model,77928,2022-05-16,0.0502248923,0.0506915506,0.0534571,21,100
Market-Adjusted Model,77973,2022-05-16,-0.248658379,-0.191404333,-0.245426171,21,100
Market-Adjusted Model,78002,2022-05-16,0.1932772192,0.186255895,0.1965094269,21,100
Market-Adjusted Model,78003,2022-05-16,0.4710829954,0.4307001146,0.4743152031,21,100
Market-Adjusted Model,78015,2022-05-16,0.0416601405,0.0435176892,0.0448923483,21,100
Market-Adjusted Model,78018,2022-05-16,0.187719333,0.1984288494,0.1909515407,21,100
Market-Adjusted Model,78034,2022-05-16,0.0266493205,0.030477351,0.0298815283,21,100
Market-Adjusted Model,78038,2022-05-16,0.0153686029,0.0184441105,0.0186008107,21,100
Market-Adjusted Model,78044,2022-05-16,0.0777096374,0.0817588455,0.0809418452,21,100
Market-Adjusted Model,78045,2022-05-16,0.0856940705,0.0892190758,0.0889262783,21,100
Market-Adjusted Model,78054,2022-05-16,-0.240310032,-0.241347497,-0.237077825,21,100
Market-Adjusted Model,78059,2022-05-16,0.0748880442,0.0728917625,0.078120252,21,100
Market-Adjusted Model,78061,2022-05-16,0.0804298686,0.0772695784,0.0836620764,21,100
Market-Adjusted Model,78066,2022-05-16,-0.194174751,-0.183718992,-0.190942544,21,100
Market-Adjusted Model,78071,2022-05-16,0.0500000018,0.1215154155,0.0532322095,21,100
Market-Adjusted Model,78077,2022-05-16,0.0005405759,0.0042808278,0.0037727837,21,100
Market-Adjusted Model,78081,2022-05-16,-0.042537115,-0.025073839,-0.039304907,21,100
Market-Adjusted Model,78091,2022-05-16,0.1730047448,0.1689905174,0.1762369526,21,100
Market-Adjusted Model,78107,2022-05-16,0.0266919838,0.0264999339,0.0299241916,21,100
Market-Adjusted Model,78170,2022-05-16,0.3585702785,0.33818157,0.3618024863,21,100
Market-Adjusted Model,78189,2022-05-16,-0.028488546,-0.024590889,-0.025256338,21,100
Market-Adjusted Model,78211,2022-05-16,0.0402692881,0.0433029583,0.0435014958,21,100
Market-Adjusted Model,78213,2022-05-16,-0.022267235,-0.017131534,-0.019035028,21,100
Market-Adjusted Model,78223,2022-05-16,-0.084149052,-0.08222028,-0.080916845,21,100
Market-Adjusted Model,78236,2022-05-16,-0.024998654,-0.012465068,-0.021766446,21,100
Market-Adjusted Model,78405,2022-05-16,-0.058575077,-0.058792503,-0.05534287,21,100
Market-Adjusted Model,78418,2022-05-16,0.4171221699,0.4217366838,0.4203543777,21,100
Market-Adjusted Model,78447,2022-05-16,-0.0670064,-0.066390385,-0.063774192,21,100
Market-Adjusted Model,78451,2022-05-16,0.1135522437,0.1113014036,0.1167844515,21,100
Market-Adjusted Model,78569,2022-05-16,-0.183175018,-0.182240452,-0.17994281,21,100
Market-Adjusted Model,78629,2022-05-16,-0.00838929,0.0015731164,-0.005157082,21,100
Market-Adjusted Model,78664,2022-05-16,-0.046737181,-0.022249539,-0.043504974,21,100
Market-Adjusted Model,78693,2022-05-16,0.1065209608,0.1047292164,0.1097531685,21,100
Market-Adjusted Model,78705,2022-05-16,-0.025487249,0.0397799051,-0.022255041,21,100
Market-Adjusted Model,78749,2022-05-16,-0.033912498,0.0115294549,-0.03068029,21,100
Market-Adjusted Model,78756,2022-05-16,-0.113225815,-0.114198242,-0.109993608,21,100
Market-Adjusted Model,78759,2022-05-16,0.1115640829,0.1160157923,0.1147962907,21,100
Market-Adjusted Model,78763,2022-05-16,-0.021857965,-0.020432523,-0.018625757,21,100
Market-Adjusted Model,78829,2022-05-16,0.0240629646,0.0246471616,0.0272951723,21,100
Market-Adjusted Model,78840,2022-05-16,0.0291989042,0.0429167574,0.032431112,21,100
Market-Adjusted Model,78841,2022-05-16,0.1772295925,0.1841651356,0.1804618002,21,100
Market-Adjusted Model,78854,2022-05-16,0.0236443605,0.0228762011,0.0268765683,21,100
Market-Adjusted Model,78875,2022-05-16,-0.179696817,-0.151340826,-0.176464609,21,100
Market-Adjusted Model,78876,2022-05-16,-0.035978389,-0.021911444,-0.032746181,21,100
Market-Adjusted Model,78900,2022-05-16,0.0776863078,0.0785739545,0.0809185155,21,100
Market-Adjusted Model,78903,2022-05-16,0.0566919444,0.0558297478,0.0599241522,21,100
Market-Adjusted Model,78908,2022-05-16,-0.02350033,-0.01205626,-0.020268122,21,100
Market-Adjusted Model,78915,2022-05-16,-0.091525444,-0.090419684,-0.088293236,21,100
Market-Adjusted Model,78927,2022-05-16,-0.01132072,-0.00275439,-0.008088512,21,100
Market-Adjusted Model,78936,2022-05-16,0.0156392823,0.0213437737,0.0188714901,21,100
Market-Adjusted Model,78943,2022-05-16,0.0262866335,0.0270767558,0.0295188413,21,100
Market-Adjusted Model,78947,2022-05-16,-0.020445158,-0.017326967,-0.01721295,21,100
Market-Adjusted Model,78950,2022-05-16,-0.069677359,-0.069102482,-0.066445151,21,100
Market-Adjusted Model,78955,2022-05-16,-0.076316568,-0.032924147,-0.07308436,21,100
Market-Adjusted Model,78960,2022-05-16,0.0261405005,0.0521605028,0.0293727082,21,100
Market-Adjusted Model,78963,2022-05-16,-0.066037802,-0.033912082,-0.062805595,21,100
Market-Adjusted Model,78971,2022-05-16,-0.118367336,-0.120770717,-0.115135128,21,100
Market-Adjusted Model,78975,2022-05-16,-0.010244808,0.0074892527,-0.0070126,21,100
Market-Adjusted Model,78981,2022-05-16,-0.020873013,-0.015740976,-0.017640805,21,100
Market-Adjusted Model,78985,2022-05-16,-0.136752115,-0.14087699,-0.133519907,21,100
Market-Adjusted Model,78987,2022-05-16,0.1189228204,0.1219308895,0.1221550282,21,100
Market-Adjusted Model,78988,2022-05-16,0.112149533,0.1356058399,0.1153817407,21,100
Market-Adjusted Model,79007,2022-05-16,-0.09705201,-0.073325114,-0.093819802,21,100
Market-Adjusted Model,79013,2022-05-16,0.1285386643,0.1232594186,0.131770872,21,100
Market-Adjusted Model,79019,2022-05-16,-0.055852612,-0.047743966,-0.052620404,21,100
Market-Adjusted Model,79022,2022-05-16,-0.244285676,-0.249646804,-0.241053468,21,100
Market-Adjusted Model,79026,2022-05-16,-0.002513111,0.0100233284,0.0007190967,21,100
Market-Adjusted Model,79033,2022-05-16,0.0068192105,0.0064314004,0.0100514183,21,100
Market-Adjusted Model,79036,2022-05-16,-0.016939782,-0.014971856,-0.013707574,21,100
Market-Adjusted Model,79037,2022-05-16,-0.007561373,-0.001592259,-0.004329165,21,100
Market-Adjusted Model,79039,2022-05-16,0.1532468167,0.1708550266,0.1564790244,21,100
Market-Adjusted Model,79049,2022-05-16,0.0482979964,0.0471540783,0.0515302042,21,100
Market-Adjusted Model,79052,2022-05-16,0.0248248607,0.0243718751,0.0280570685,21,100
Market-Adjusted Model,79057,2022-05-16,0.0234439131,0.024074377,0.0266761209,21,100
Market-Adjusted Model,79066,2022-05-16,-0.141666727,-0.104702408,-0.138434519,21,100
Market-Adjusted Model,79072,2022-05-16,0.1098471338,0.1052902901,0.1130793416,21,100
Market-Adjusted Model,79089,2022-05-16,-0.257085017,-0.278044969,-0.253852809,21,100
Market-Adjusted Model,79094,2022-05-16,0.0671160279,0.070796715,0.0703482357,21,100
Market-Adjusted Model,79103,2022-05-16,0.0504822295,0.0568396225,0.0537144373,21,100
Market-Adjusted Model,79108,2022-05-16,0.0733675673,0.0771184438,0.0765997751,21,100
Market-Adjusted Model,79116,2022-05-16,0.2074567529,0.1932096252,0.2106889607,21,100
Market-Adjusted Model,79122,2022-05-16,-0.46096654,-0.430214617,-0.457734332,21,100
Market-Adjusted Model,79133,2022-05-16,-0.06740403,-0.065191233,-0.064171822,21,100
Market-Adjusted Model,79139,2022-05-16,0.0522029629,0.0532672814,0.0554351706,21,100
Market-Adjusted Model,79145,2022-05-16,-0.252926838,-0.263770328,-0.24969463,21,100
Market-Adjusted Model,79150,2022-05-16,0.0097537903,0.0156479001,0.0129859981,21,100
Market-Adjusted Model,79166,2022-05-16,0.0905754935,0.0873561973,0.0938077013,21,100
Market-Adjusted Model,79198,2022-05-16,0.313852787,0.3085945455,0.3170849948,21,100
Market-Adjusted Model,79210,2022-05-16,0.1798505933,0.1712135795,0.1830828011,21,100
Market-Adjusted Model,79213,2022-05-16,-0.194630846,-0.198507467,-0.191398639,21,100
Market-Adjusted Model,79222,2022-05-16,-0.021445066,-0.021033294,-0.018212858,21,100
Market-Adjusted Model,79229,2022-05-16,0.0914818553,0.0880557244,0.094714063,21,100
Market-Adjusted Model,79233,2022-05-16,0.0851379443,0.0879234582,0.0883701521,21,100
Market-Adjusted Model,79235,2022-05-16,-0.060229458,-0.055092433,-0.056997251,21,100
Market-Adjusted Model,79236,2022-05-16,-0.015708145,-0.015225071,-0.012475937,21,100
Market-Adjusted Model,79237,2022-05-16,0.0957446612,0.1181827987,0.098976869,21,100
Market-Adjusted Model,79238,2022-05-16,0.0855549388,0.0954335617,0.0887871466,21,100
Market-Adjusted Model,79248,2022-05-16,0.0225453039,0.0300475955,0.0257775116,21,100
Market-Adjusted Model,79249,2022-05-16,0.0444895921,0.0463294041,0.0477217999,21,100
Market-Adjusted Model,79280,2022-05-16,-0.097236512,-0.097736635,-0.094004305,21,100
Market-Adjusted Model,79299,2022-05-16,-0.029245302,-0.021087448,-0.026013094,21,100
Market-Adjusted Model,79322,2022-05-16,-0.087163192,-0.081362422,-0.083930984,21,100
Market-Adjusted Model,79323,2022-05-16,0.0802118018,0.0786343882,0.0834440096,21,100
Market-Adjusted Model,79338,2022-05-16,-0.058152008,-0.036905262,-0.054919801,21,100
Market-Adjusted Model,79356,2022-05-16,0.0396697584,0.0396205041,0.0429019661,21,100
Market-Adjusted Model,79360,2022-05-16,0.00987721,0.0099654909,0.0131094178,21,100
Market-Adjusted Model,79362,2022-05-16,0.0613208088,0.0696246604,0.0645530165,21,100
Market-Adjusted Model,79363,2022-05-16,0.0012048466,0.0037060577,0.0044370544,21,100
Market-Adjusted Model,79382,2022-05-16,0.0353622983,0.036035678,0.038594506,21,100
Market-Adjusted Model,79442,2022-05-16,0.0107334233,0.0264630215,0.0139656311,21,100
Market-Adjusted Model,79444,2022-05-16,0.1887727183,0.1915620488,0.192004926,21,100
Market-Adjusted Model,79447,2022-05-16,-0.024390285,-0.025348101,-0.021158077,21,100
Market-Adjusted Model,79448,2022-05-16,0.0462785422,0.0470231001,0.04951075,21,100
Market-Adjusted Model,79452,2022-05-16,-0.085410121,-0.08722594,-0.082177913,21,100
Market-Adjusted Model,79461,2022-05-16,0.0193259454,0.019207002,0.0225581531,21,100
Market-Adjusted Model,79464,2022-05-16,0.0580574964,0.0600348005,0.0612897042,21,100
Market-Adjusted Model,79474,2022-05-16,-0.094617,-0.074272635,-0.091384793,21,100
Market-Adjusted Model,79490,2022-05-16,-0.222099478,-0.198614911,-0.21886727,21,100
Market-Adjusted Model,79491,2022-05-16,-0.023282836,-0.018035089,-0.020050628,21,100
Market-Adjusted Model,79499,2022-05-16,-0.122085031,-0.100567816,-0.118852823,21,100
Market-Adjusted Model,79507,2022-05-16,-0.032786923,-0.026808909,-0.029554715,21,100
Market-Adjusted Model,79545,2022-05-16,0.099375447,0.0996062381,0.1026076547,21,100
Market-Adjusted Model,79547,2022-05-16,-0.057300591,-0.05694759,-0.054068384,21,100
Market-Adjusted Model,79558,2022-05-16,-0.049409015,-0.046599067,-0.046176807,21,100
Market-Adjusted Model,79561,2022-05-16,0.0049174397,0.0054469448,0.0081496475,21,100
Market-Adjusted Model,79571,2022-05-16,-0.047651815,-0.042468547,-0.044419608,21,100
Market-Adjusted Model,79573,2022-05-16,0.1442623147,0.1680088187,0.1474945225,21,100
Market-Adjusted Model,79586,2022-05-16,-7.387297E-9,0.0166368404,0.0032322004,21,100
Market-Adjusted Model,79611,2022-05-16,-0.056713957,-0.037695974,-0.053481749,21,100
Market-Adjusted Model,79618,2022-05-16,-0.097809739,-0.09442557,-0.094577531,21,100
Market-Adjusted Model,79637,2022-05-16,0.0186077047,0.0223781045,0.0218399124,21,100
Market-Adjusted Model,79644,2022-05-16,0.0924908996,0.0918582812,0.0957231073,21,100
Market-Adjusted Model,79646,2022-05-16,-0.057255228,-0.055983348,-0.05402302,21,100
Market-Adjusted Model,79663,2022-05-16,0.4386178154,0.38311175,0.4418500232,21,100
Market-Adjusted Model,79665,2022-05-16,-0.014098684,-0.013841456,-0.010866476,21,100
Market-Adjusted Model,79668,2022-05-16,0.1152430846,0.1157827443,0.1184752924,21,100
Market-Adjusted Model,79678,2022-05-16,0.0301587148,0.0293829711,0.0333909226,21,100
Market-Adjusted Model,79686,2022-05-16,0.0105738334,0.0307584646,0.0138060412,21,100
Market-Adjusted Model,79698,2022-05-16,-0.096885204,-0.093271473,-0.093652996,21,100
Market-Adjusted Model,79702,2022-05-16,-0.056033412,-0.036178579,-0.052801205,21,100
Market-Adjusted Model,79731,2022-05-16,0.0208140938,0.0234628595,0.0240463016,21,100
Market-Adjusted Model,79734,2022-05-16,-0.032670459,-0.030120154,-0.029438252,21,100
Market-Adjusted Model,79747,2022-05-16,0.0524932537,0.0519695956,0.0557254614,21,100
Market-Adjusted Model,79756,2022-05-16,0.0522002044,0.0513991398,0.0554324122,21,100
Market-Adjusted Model,79758,2022-05-16,-0.029877868,-0.021279971,-0.026645661,21,100
Market-Adjusted Model,79767,2022-05-16,0.0446770025,0.0462683367,0.0479092102,21,100
Market-Adjusted Model,79770,2022-05-16,-0.078884448,-0.078210692,-0.07565224,21,100
Market-Adjusted Model,79776,2022-05-16,0.018323717,0.0178679928,0.0215559247,21,100
Market-Adjusted Model,79782,2022-05-16,-0.009007738,-0.002182426,-0.00577553,21,100
Market-Adjusted Model,79785,2022-05-16,0.0170033333,0.02456758,0.020235541,21,100
Market-Adjusted Model,79791,2022-05-16,-0.165234036,-0.150772396,-0.162001829,21,100
Market-Adjusted Model,79824,2022-05-16,0.0315158123,0.0327035705,0.0347480201,21,100
Market-Adjusted Model,79839,2022-05-16,0.0801591026,0.0888679307,0.0833913103,21,100
Market-Adjusted Model,79841,2022-05-16,-0.036490352,-0.029814128,-0.033258144,21,100
Market-Adjusted Model,79851,2022-05-16,0.1089324619,0.1054899447,0.1121646697,21,100
Market-Adjusted Model,79857,2022-05-16,0.1605839029,0.1713601954,0.1638161107,21,100
Market-Adjusted Model,79859,2022-05-16,0.0999367975,0.097497967,0.1031690053,21,100
Market-Adjusted Model,79862,2022-05-16,0.103594038,0.1142478662,0.1068262458,21,100
Market-Adjusted Model,79864,2022-05-16,-0.100611836,-0.09956678,-0.097379628,21,100
Market-Adjusted Model,79866,2022-05-16,-0.109796236,-0.104755557,-0.106564028,21,100
Market-Adjusted Model,79878,2022-05-16,0.0010339187,0.0070244863,0.0042661265,21,100
Market-Adjusted Model,79879,2022-05-16,0.0090655591,0.0111326466,0.0122977668,21,100
Market-Adjusted Model,79881,2022-05-16,-0.115546227,-0.094806944,-0.11231402,21,100
Market-Adjusted Model,79885,2022-05-16,-0.017961655,-0.01864279,-0.014729448,21,100
Market-Adjusted Model,79895,2022-05-16,0.0303029988,0.0397441512,0.0335352066,21,100
Market-Adjusted Model,79906,2022-05-16,0.0124066178,0.0177722577,0.0156388255,21,100
Market-Adjusted Model,79909,2022-05-16,0.0557814157,0.0666434193,0.0590136234,21,100
Market-Adjusted Model,79918,2022-05-16,0.0169379804,0.0166732936,0.0201701882,21,100
Market-Adjusted Model,79996,2022-05-16,-0.010705873,0.0118285513,-0.007473665,21,100
Market-Adjusted Model,80008,2022-05-16,0.0085744809,0.0124385819,0.0118066886,21,100
Market-Adjusted Model,80014,2022-05-16,0.0367750684,0.0419268061,0.0400072762,21,100
Market-Adjusted Model,80034,2022-05-16,-0.094495886,-0.088169298,-0.091263678,21,100
Market-Adjusted Model,80050,2022-05-16,0.1132954568,0.1143278141,0.1165276646,21,100
Market-Adjusted Model,80054,2022-05-16,-0.06509308,-0.054172265,-0.061860872,21,100
Market-Adjusted Model,80069,2022-05-16,-0.188518598,-0.170400881,-0.18528639,21,100
Market-Adjusted Model,80070,2022-05-16,0.1235393029,0.1210797992,0.1267715106,21,100
Market-Adjusted Model,80072,2022-05-16,0.0609349367,0.0619370388,0.0641671445,21,100
Market-Adjusted Model,80080,2022-05-16,0.0729522374,0.0727106222,0.0761844451,21,100
Market-Adjusted Model,80089,2022-05-16,0.1162374633,0.1185167692,0.119469671,21,100
Market-Adjusted Model,80100,2022-05-16,-0.02838982,-0.023163743,-0.025157612,21,100
Market-Adjusted Model,80102,2022-05-16,-0.065159207,-0.064071698,-0.061926999,21,100
Market-Adjusted Model,80114,2022-05-16,-0.062499945,-0.05834547,-0.059267738,21,100
Market-Adjusted Model,80128,2022-05-16,0.0319119124,0.03340659,0.0351441201,21,100
Market-Adjusted Model,80167,2022-05-16,-0.214370914,-0.208287667,-0.211138706,21,100
Market-Adjusted Model,80168,2022-05-16,0.0210101203,0.0257237466,0.024242328,21,100
Market-Adjusted Model,80169,2022-05-16,0.02518795,0.0265594559,0.0284201577,21,100
Market-Adjusted Model,80179,2022-05-16,0.0785092232,0.0913427257,0.081741431,21,100
Market-Adjusted Model,80183,2022-05-16,-0.079723372,-0.081390267,-0.076491164,21,100
Market-Adjusted Model,80185,2022-05-16,-0.009533393,-0.010446034,-0.006301185,21,100
Market-Adjusted Model,80191,2022-05-16,0.3505160555,0.3234533219,0.3537482633,21,100
Market-Adjusted Model,80193,2022-05-16,0.0749336249,0.086764295,0.0781658327,21,100
Market-Adjusted Model,80200,2022-05-16,-0.009745946,-0.007834245,-0.006513738,21,100
Market-Adjusted Model,80204,2022-05-16,-0.040172765,-0.034098973,-0.036940557,21,100
Market-Adjusted Model,80206,2022-05-16,-0.051985278,-0.052388398,-0.04875307,21,100
Market-Adjusted Model,80210,2022-05-16,-0.045833323,-0.041352964,-0.042601115,21,100
Market-Adjusted Model,80233,2022-05-16,-0.002985072,0.0029393229,0.0002471353,21,100
Market-Adjusted Model,80274,2022-05-16,0.0510510798,0.0834775473,0.0542832876,21,100
Market-Adjusted Model,80276,2022-05-16,0.0449118277,0.0532461858,0.0481440354,21,100
Market-Adjusted Model,80286,2022-05-16,-0.064925289,-0.05259069,-0.061693081,21,100
Market-Adjusted Model,80294,2022-05-16,-0.018558698,-0.017322361,-0.015326491,21,100
Market-Adjusted Model,80306,2022-05-16,0.0021529087,0.0241451886,0.0053851165,21,100
Market-Adjusted Model,80307,2022-05-16,-0.488690155,-0.587844874,-0.485457948,21,100
Market-Adjusted Model,80320,2022-05-16,0.0077430437,0.01488415,0.0109752514,21,100
Market-Adjusted Model,80329,2022-05-16,0.0351728315,0.0415691043,0.0384050393,21,100
Market-Adjusted Model,80336,2022-05-16,0.0064704657,0.0075981664,0.0097026735,21,100
Market-Adjusted Model,80341,2022-05-16,-0.024983572,-0.018643464,-0.021751364,21,100
Market-Adjusted Model,80343,2022-05-16,-0.075907597,-0.027926532,-0.072675389,21,100
Market-Adjusted Model,80362,2022-05-16,0.131425233,0.1338632697,0.1346574407,21,100
Market-Adjusted Model,80375,2022-05-16,-0.002039147,0.0139330299,0.0011930606,21,100
Market-Adjusted Model,80381,2022-05-16,-0.085809695,-0.087374518,-0.082577487,21,100
Market-Adjusted Model,80399,2022-05-16,-0.051883696,-0.035377357,-0.048651488,21,100
Market-Adjusted Model,80401,2022-05-16,-0.001475064,-0.000411714,0.0017571434,21,100
Market-Adjusted Model,80412,2022-05-16,0.0277649881,0.0288956862,0.0309971959,21,100
Market-Adjusted Model,80415,2022-05-16,0.0587090394,0.0654222168,0.0619412471,21,100
Market-Adjusted Model,80432,2022-05-16,-0.198544019,-0.196398142,-0.195311811,21,100
Market-Adjusted Model,80478,2022-05-16,0.1112329286,0.1061872975,0.1144651363,21,100
Market-Adjusted Model,80498,2022-05-16,0.0932853556,0.0921824301,0.0965175634,21,100
Market-Adjusted Model,80520,2022-05-16,-0.00403013,-0.001157048,-0.000797922,21,100
Market-Adjusted Model,80534,2022-05-16,2.8281344E-9,0.0146606498,0.0032322106,21,100
Market-Adjusted Model,80539,2022-05-16,-0.157385009,-0.141128588,-0.154152801,21,100
Market-Adjusted Model,80563,2022-05-16,-0.126059625,-0.113979983,-0.122827417,21,100
Market-Adjusted Model,80575,2022-05-16,0.0451432446,0.0475212158,0.0483754524,21,100
Market-Adjusted Model,80577,2022-05-16,-0.129794151,-0.11969373,-0.126561943,21,100
Market-Adjusted Model,80633,2022-05-16,-0.034338584,-0.035729373,-0.031106376,21,100
Market-Adjusted Model,80635,2022-05-16,0.0948166875,0.100405998,0.0980488952,21,100
Market-Adjusted Model,80640,2022-05-16,-0.017156793,-0.008264749,-0.013924585,21,100
Market-Adjusted Model,80681,2022-05-16,-0.13794146,-0.145075047,-0.134709252,21,100
Market-Adjusted Model,80683,2022-05-16,-0.083620664,-0.084433774,-0.080388457,21,100
Market-Adjusted Model,80688,2022-05-16,-0.025357432,-0.023497451,-0.022125224,21,100
Market-Adjusted Model,80711,2022-05-16,-0.003174596,0.0031184072,0.0000576122,21,100
Market-Adjusted Model,80719,2022-05-16,-0.025755057,-0.020092428,-0.022522849,21,100
Market-Adjusted Model,80759,2022-05-16,0.0934786348,0.0911081735,0.0967108425,21,100
Market-Adjusted Model,80774,2022-05-16,0.0888208068,0.099366427,0.0920530146,21,100
Market-Adjusted Model,80779,2022-05-16,0.0049968737,0.0106734012,0.0082290815,21,100
Market-Adjusted Model,80784,2022-05-16,0.0734353071,0.0832540457,0.0766675148,21,100
Market-Adjusted Model,80791,2022-05-16,0.0709005782,0.0777425646,0.0741327859,21,100
Market-Adjusted Model,80795,2022-05-16,-0.091970217,-0.089803497,-0.088738009,21,100
Market-Adjusted Model,80812,2022-05-16,-0.207321448,-0.211299184,-0.20408924,21,100
Market-Adjusted Model,80828,2022-05-16,-0.079447935,-0.081597762,-0.076215727,21,100
Market-Adjusted Model,80837,2022-05-16,-0.067096776,-0.061851333,-0.063864569,21,100
Market-Adjusted Model,80857,2022-05-16,0.0237170887,0.0249345076,0.0269492964,21,100
Market-Adjusted Model,80864,2022-05-16,-0.015111177,-0.005398126,-0.011878969,21,100
Market-Adjusted Model,80866,2022-05-16,0.0245700392,0.0278660176,0.027802247,21,100
Market-Adjusted Model,80912,2022-05-16,-0.11413046,-0.090019044,-0.110898252,21,100
Market-Adjusted Model,80924,2022-05-16,0.0704881502,0.0686499131,0.073720358,21,100
Market-Adjusted Model,80926,2022-05-16,0.1402379311,0.1551111791,0.1434701389,21,100
Market-Adjusted Model,80928,2022-05-16,0.0910205709,0.0952815324,0.0942527786,21,100
Market-Adjusted Model,80951,2022-05-16,0.0275689141,0.0381202934,0.0308011219,21,100
Market-Adjusted Model,80955,2022-05-16,-0.328663772,-0.376542694,-0.325431564,21,100
Market-Adjusted Model,80957,2022-05-16,0.0405576376,0.076123055,0.0762820168,11,100
Market-Adjusted Model,80960,2022-05-16,0.6424581854,0.5630081882,0.6456903932,21,100
Market-Adjusted Model,80969,2022-05-16,0.103700053,0.1117095122,0.1069322608,21,100
Market-Adjusted Model,81010,2022-05-16,0.0283652029,0.0520862675,0.0315974106,21,100
Market-Adjusted Model,81013,2022-05-16,-0.000828177,-0.000778601,0.0024040303,21,100
Market-Adjusted Model,81021,2022-05-16,-0.105740161,-0.064887733,-0.102507954,21,100
Market-Adjusted Model,81035,2022-05-16,0.0346153165,0.0426533651,0.0378475243,21,100
Market-Adjusted Model,81038,2022-05-16,0.0065457768,0.0229612151,0.0097779846,21,100
Market-Adjusted Model,81040,2022-05-16,0.0427928095,0.0475137978,0.0460250172,21,100
Market-Adjusted Model,81043,2022-05-16,0.0402137297,0.0417003616,0.0434459374,21,100
Market-Adjusted Model,81044,2022-05-16,0.0142832219,0.0195897343,0.0175154296,21,100
Market-Adjusted Model,81045,2022-05-16,-0.012874847,-0.011142091,-0.00964264,21,100
Market-Adjusted Model,81046,2022-05-16,-0.02750429,-0.026507126,-0.024272082,21,100
Market-Adjusted Model,81055,2022-05-16,0.0312849504,0.0390660459,0.0345171582,21,100
Market-Adjusted Model,81061,2022-05-16,0.0631440139,0.0648426499,0.0663762216,21,100
Market-Adjusted Model,81067,2022-05-16,0.0546022389,0.0658857846,0.0578344466,21,100
Market-Adjusted Model,81073,2022-05-16,-0.084970439,-0.084849026,-0.081738231,21,100
Market-Adjusted Model,81084,2022-05-16,0.4903129451,0.4539244449,0.4935451528,21,100
Market-Adjusted Model,81095,2022-05-16,0.0325703597,0.0322956201,0.0358025675,21,100
Market-Adjusted Model,81116,2022-05-16,-0.065008719,-0.049366844,-0.061776512,21,100
Market-Adjusted Model,81124,2022-05-16,0.0010458636,0.0210573807,0.0042780714,21,100
Market-Adjusted Model,81127,2022-05-16,0.00221244,0.0063563177,0.0054446478,21,100
Market-Adjusted Model,81132,2022-05-16,0.0944839728,0.1006793307,0.0977161806,21,100
Market-Adjusted Model,81133,2022-05-16,-0.047531949,-0.035767488,-0.044299741,21,100
Market-Adjusted Model,81134,2022-05-16,-0.006622489,0.0030311591,-0.003390282,21,100
Market-Adjusted Model,81165,2022-05-16,-0.088235271,-0.08742211,-0.085003064,21,100
Market-Adjusted Model,81182,2022-05-16,-0.28478962,-0.307572816,-0.281557412,21,100
Market-Adjusted Model,81184,2022-05-16,-0.064367754,-0.055145232,-0.061135547,21,100
Market-Adjusted Model,81208,2022-05-16,0.1043083928,0.1059575516,0.1075406006,21,100
Market-Adjusted Model,81220,2022-05-16,-0.0055349,-0.003987679,-0.002302693,21,100
Market-Adjusted Model,81222,2022-05-16,0.1417910384,0.1578852207,0.1450232462,21,100
Market-Adjusted Model,81225,2022-05-16,0.0022573811,0.0101102967,0.0054895888,21,100
Market-Adjusted Model,81241,2022-05-16,0.022411946,0.0382993998,0.0256441538,21,100
Market-Adjusted Model,81254,2022-05-16,0.1075538678,0.1067412655,0.1107860756,21,100
Market-Adjusted Model,81278,2022-05-16,-0.000846336,0.0147148982,0.0023858721,21,100
Market-Adjusted Model,81282,2022-05-16,-0.035481586,-0.032100985,-0.032249378,21,100
Market-Adjusted Model,81284,2022-05-16,0.0268766384,0.0280002295,0.0301088462,21,100
Market-Adjusted Model,81294,2022-05-16,0.0261441326,0.0304238316,0.0293763404,21,100
Market-Adjusted Model,81299,2022-05-16,1.635442E-9,0.0004141962,0.0032322094,21,100
Market-Adjusted Model,81472,2022-05-16,0.0291896146,0.0393280544,0.0324218223,21,100
Market-Adjusted Model,81481,2022-05-16,-0.013050149,0.0226717725,-0.009817941,21,100
